,Eroded Material,Sample preparation,Material Treatment,Erodent,Shape,Size (µm),Size range (µm),Size (mesh),Velocity (m/s),V Pressure (PSI),Vair (m/s),V KinE (m/s),Incident angle,Total Erodent mass (g),Erodent flux (g/(cm^2*s)),Particle Flow rate (g/minute),Dust concentration (mg/ft^3),Working Distance (mm),Nozzle Diameter (mm),Nozzle length (mm),Carrier Gas,Temperature (°C),Erosion Rate (mm^3/g),ASTM G76 Mentioned?,Publication Year,Source,Test type,Quality score,Note,Column1,Column2,Unnamed: 34,Target Hardness (GPa),Target Hardness from Vickers,Target Hardness from Rockwell,Target Density (kg/m^3),Target Elastic Modulus (GPa),Target Poisson Ratio,Target Ductile/Brittle,Target Thermal conductivity (W/m*K),Target Yield Strength (MPa),Target Tensile Strength (MPa),Target Fracture toughness (MPa*m^0.5),Target Melting Temp (°C),Erodent Density (kg/m^3),Erodent Hardness (GPa),Erodent Melting Temp (°C),Erodent Young's Modulus (GPa),Erodent Poisson's Ratio,Erodent Fracture toughness (MPa*m^0.5),Erosion Rate (mg/g)
395,Steel - Stainless 410,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,45,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,3960,20.5,2054,370,0.22,4,3.3988
396,Steel - Stainless 410,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,60,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,3960,20.5,2054,370,0.22,4,2.6725
397,Steel - Stainless 410,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,90,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,3960,20.5,2054,370,0.22,4,2.1602
398,Al - 2024,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,20,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,3960,20.5,2054,370,0.22,4,2.12748
399,Al - 2024,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,25,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,3960,20.5,2054,370,0.22,4,3.003
400,Al - 2024,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,30,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,3960,20.5,2054,370,0.22,4,3.12864
401,Al - 2024,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,37.5,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,3960,20.5,2054,370,0.22,4,3.0567
402,Al - 2024,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,45,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,3960,20.5,2054,370,0.22,4,2.4374
403,Al - 2024,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,60,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,3960,20.5,2054,370,0.22,4,2.1461
404,Al - 2024,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,90,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,3960,20.5,2054,370,0.22,4,1.4304
405,Steel - Stainless 17-7 PH,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,20,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,3960,20.5,2054,370,0.22,4,2.6678
406,Steel - Stainless 17-7 PH,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,25,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,3960,20.5,2054,370,0.22,4,3.3474
407,Steel - Stainless 17-7 PH,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,30,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,3960,20.5,2054,370,0.22,4,3.7321
408,Steel - Stainless 17-7 PH,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,37.5,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,3960,20.5,2054,370,0.22,4,3.59707
409,Steel - Stainless 17-7 PH,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,45,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,3960,20.5,2054,370,0.22,4,3.4339
410,Steel - Stainless 17-7 PH,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,60,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,3960,20.5,2054,370,0.22,4,3.2409
411,Steel - Stainless 17-7 PH,,"Annealed, no details",Al2O3,Angular,55,,,152,,,,90,,,,80,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 5,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,3960,20.5,2054,370,0.22,4,2.2725
412,Steel - Stainless 410,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,60,,,,40,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 7,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2450,10.98,1610,70,0.17,0.73,0.7595
413,Steel - Stainless 410,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,60,,,,40,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 7,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2450,10.98,1610,70,0.17,0.73,0.65
414,Steel - Stainless 410,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,37.5,,,,40,12.7,7.94,,Air,204,,No,1970,4,Gas Blast,0,,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2450,10.98,1610,70,0.17,0.73,
415,Steel - Stainless 410,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,60,,,,40,12.7,7.94,,Air,204,,No,1970,4,Gas Blast,0,,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2450,10.98,1610,70,0.17,0.73,
416,Steel - Stainless 410,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,37.5,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,0,,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2450,10.98,1610,70,0.17,0.73,
417,Steel - Stainless 410,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,60,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,0,,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2450,10.98,1610,70,0.17,0.73,
418,Steel - Stainless 410,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,37.5,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Table 4,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2450,10.98,1610,70,0.17,0.73,1.02
419,Steel - Stainless 410,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,60,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Table 4,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2450,10.98,1610,70,0.17,0.73,0.57
420,Steel - Stainless 410,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,37.5,,,,25,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Table 4,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2450,10.98,1610,70,0.17,0.73,1.21
421,Steel - Stainless 410,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,60,,,,25,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Table 4,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2450,10.98,1610,70,0.17,0.73,0.82
422,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,60,,,,40,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 7,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,0.45
423,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,60,,,,40,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 7,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,0.45
424,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,37.5,,,,40,12.7,7.94,,Air,204,,No,1970,4,Gas Blast,0,,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,
425,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,60,,,,40,12.7,7.94,,Air,204,,No,1970,4,Gas Blast,0,,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,
426,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,37.5,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,0,,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,
427,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,60,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,0,,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,
428,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,37.5,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Fig 6,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,0.4951
429,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,60,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Fig 6,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,0.3695
430,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,37.5,,,,40,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 6,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,0.7452
431,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,60,,,,40,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 6,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,0.4622
432,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,37.5,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Fig 6,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,1.1857
433,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,60,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Fig 6,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,0.6467
434,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,37.5,,,,40,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 6,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,1.3986
435,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,60,,,,40,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 6,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,0.4462
436,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,37.5,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Table 4,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,1.19
437,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,60,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Table 4,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,0.65
438,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,37.5,,,,25,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Table 4,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,1.85
439,Al - 2024,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,60,,,,25,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Table 4,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2450,10.98,1610,70,0.17,0.73,0.74
440,Steel - Stainless 17-7 PH,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,60,,,,40,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,Fig 7,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,2450,10.98,1610,70,0.17,0.73,0.7186
441,Steel - Stainless 17-7 PH,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,60,,,,40,12.7,7.94,,Air,RT,,No,1970,4,Gas Blast,5,fig 7,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,2450,10.98,1610,70,0.17,0.73,0.7206
442,Steel - Stainless 17-7 PH,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,37.5,,,,40,12.7,7.94,,Air,204,,No,1970,4,Gas Blast,0,,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,2450,10.98,1610,70,0.17,0.73,
443,Steel - Stainless 17-7 PH,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,60,,,,40,12.7,7.94,,Air,204,,No,1970,4,Gas Blast,0,,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,2450,10.98,1610,70,0.17,0.73,
444,Steel - Stainless 17-7 PH,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,37.5,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,0,,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,2450,10.98,1610,70,0.17,0.73,
445,Steel - Stainless 17-7 PH,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,198,,,,60,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,0,,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,2450,10.98,1610,70,0.17,0.73,
446,Steel - Stainless 17-7 PH,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,37.5,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Table 4,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,2450,10.98,1610,70,0.17,0.73,1.02
447,Steel - Stainless 17-7 PH,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,60,,,,40,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Table 4,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,2450,10.98,1610,70,0.17,0.73,0.74
448,Steel - Stainless 17-7 PH,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,37.5,,,,25,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Table 4,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,2450,10.98,1610,70,0.17,0.73,1.32
449,Steel - Stainless 17-7 PH,,"Annealed, no details","Arizona Road Dust, 69% SiO2",Angular,59,,,335,,,,60,,,,25,12.7,7.94,,Air,371,,No,1970,4,Gas Blast,5,Table 4,,,,4.295,0,1,7800,204,0.27,D,16.4,1030,1275,76,1420,2450,10.98,1610,70,0.17,0.73,0.82
450,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,125,,,,20,,,,,,,,Air,45,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.5987
451,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,125,,,,20,,,,,,,,Air,65,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.5858
452,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,125,,,,20,,,,,,,,Air,95,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.4718
453,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,125,,,,20,,,,,,,,Air,121,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.5337
454,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,125,,,,20,,,,,,,,Air,159,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.5639
455,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,125,,,,20,,,,,,,,Air,165,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.532
456,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,119,,,,60,,,,,,,,Air,14,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.2402
457,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,119,,,,60,,,,,,,,Air,84,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.2418
458,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,119,,,,60,,,,,,,,Air,154,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.1926
459,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,125,,,,90,,,,,,,,Air,16,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.2478
460,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,125,,,,90,,,,,,,,Air,38,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.2589
461,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,125,,,,90,,,,,,,,Air,65,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.3075
462,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,125,,,,90,,,,,,,,Air,97,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.3
463,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,125,,,,90,,,,,,,,Air,125,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.2795
464,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,125,,,,90,,,,,,,,Air,150,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.3094
465,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,125,,,,90,,,,,,,,Air,176,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.3233
466,Steel - Stainless 410,,"Annealed, slow heating to 732-760 °C",SiO2,,138,,,125,,,,90,,,,,,,,Air,218,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,1.7,1,0,7800,200,0.29,D,25,310,450,75,1510,2425,11.5,1830,70,0.17,0.73,0.2057
467,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,125,,,,20,,,,,,,,Air,19,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.849
468,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,125,,,,20,,,,,,,,Air,42,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.908
469,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,125,,,,20,,,,,,,,Air,64,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.814
470,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,125,,,,20,,,,,,,,Air,103,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.784
471,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,125,,,,20,,,,,,,,Air,125,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.702
472,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,125,,,,20,,,,,,,,Air,138,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.696
473,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,117,,,,60,,,,,,,,Air,18,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.2286
474,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,117,,,,60,,,,,,,,Air,95,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.2309
475,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,117,,,,60,,,,,,,,Air,148,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.2618
476,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,122,,,,90,,,,,,,,Air,-7,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.1811
477,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,122,,,,90,,,,,,,,Air,10,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.181
478,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,122,,,,90,,,,,,,,Air,40,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.1628
479,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,122,,,,90,,,,,,,,Air,67,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.199
480,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,122,,,,90,,,,,,,,Air,93,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.217
481,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,122,,,,90,,,,,,,,Air,123,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.2143
482,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,122,,,,90,,,,,,,,Air,152,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.2194
483,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,122,,,,90,,,,,,,,Air,177,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.2167
484,Al - 2024,,"Annealed 338-349 °C, 2h",SiO2,,164,,,122,,,,90,,,,,,,,Air,226,,No,1978,6,Windtunnel,5,This is in a windtunnel,,,,0.51,1,0,2770,72.4,0.33,D,190,95,220,26,502,2425,11.5,1830,70,0.17,0.73,0.2736
